No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,Time 2,Time 1,,Delay ,,,Delay 2,Delay 1,,Jitter
282,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
283,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
284,3.690799,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
285,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
286,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
287,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
288,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
289,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
290,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
291,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
292,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
293,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
294,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
295,3.692636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
296,3.692636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
297,3.69326,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
298,3.694179,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
299,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
300,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
301,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
302,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
303,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
304,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
305,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
306,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
307,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
308,3.69515,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
309,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
310,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
311,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
312,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
313,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
314,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
315,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
316,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
317,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
318,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
319,3.696326,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
320,3.696918,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
321,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
322,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
323,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
324,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
325,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
326,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
327,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
328,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
329,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
330,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
331,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
332,3.702099,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
333,3.703722,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
334,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
335,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
336,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
337,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
338,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
339,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
340,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
341,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
342,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
343,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
344,3.704411,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
345,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
346,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
347,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
348,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
349,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
350,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
351,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
352,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
353,3.705905,118.98.109.81,192.168.1.6,UDP,1298,443  >  52039 Len=1256,,,,,,,,,,,,,,,,,,,
354,3.705905,118.98.109.81,192.168.1.6,UDP,69,443  >  52039 Len=27,,,,,,,,,,,,,,,,,,,
355,3.706629,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
356,3.706788,54.169.195.247,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
357,3.706788,54.169.195.247,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
358,3.706788,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=1261 Win=68608 Len=0,,,,,,,,,,,,,,,,,,,
359,3.706788,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=2697 Win=71680 Len=0,,,,,,,,,,,,,,,,,,,
360,3.706885,192.168.1.6,54.169.195.247,TCP,54,52358  >  443 [ACK] Seq=10409 Ack=3680 Win=131072 Len=0,,,,,,,,,,,,,,,,,,,
361,3.707295,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=4133 Win=73728 Len=0,,,,,,,,,,,,,,,,,,,
362,3.708747,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=5569 Win=76800 Len=0,,,,,,,,,,,,,,,,,,,
363,3.709961,fe80::1,fe80::3dfb:9bbe:e62a:b882,DNS,161,Standard query response 0x5af9 A avatars2.githubusercontent.com CNAME github.map.fastly.net A 151.101.8.133,,,,,,,,,,,,,,,,,,,
364,3.709961,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=7005 Win=79872 Len=0,,,,,,,,,,,,,,,,,,,
365,3.710708,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=8441 Win=82944 Len=0,,,,,,,,,,,,,,,,,,,
366,3.7112,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=9877 Win=86016 Len=0,,,,,,,,,,,,,,,,,,,
367,3.713207,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=10409 Win=89088 Len=0,,,,,,,,,,,,,,,,,,,
368,3.713411,185.199.108.154,192.168.1.6,TCP,56,443  >  52351 [ACK] Seq=1499 Ack=1061 Win=31744 Len=0,,,,,,,,,,,,,,,,,,,
369,3.834985,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
370,3.834985,52.74.223.119,192.168.1.6,TLSv1.3,361,Application Data,,,,,,,,,,,,,,,,,,,
371,3.835136,192.168.1.6,52.74.223.119,TCP,54,52352  >  443 [ACK] Seq=2443 Ack=5380 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
372,3.870609,fe80::3dfb:9bbe:e62a:b882,fe80::1,DNS,96,Standard query 0x710e A alive.github.com,,,,,,,,,,,,,,,,,,,
373,3.901858,192.168.1.6,192.168.1.1,DNS,76,Standard query 0x710e A alive.github.com,,,,,,,,,,,,,,,,,,,
374,3.939929,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
375,3.939929,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
376,3.939929,52.74.223.119,192.168.1.6,TLSv1.3,519,Application Data,,,,,,,,,,,,,,,,,,,
377,3.940062,192.168.1.6,52.74.223.119,TCP,54,52356  >  443 [ACK] Seq=2472 Ack=3573 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
378,3.948977,fe80::1,fe80::3dfb:9bbe:e62a:b882,DNS,131,Standard query response 0x710e A alive.github.com CNAME live.github.com A 140.82.114.25,,,,,,,,,,,,,,,,,,,
379,3.950042,192.168.1.6,140.82.114.25,TCP,66,52359  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,,,,,
380,3.995984,fe80::1,fe80::3dfb:9bbe:e62a:b882,DNS,339,Standard query response 0xbc3a A collector.githubapp.com CNAME analytics-collector-28944298.us-east-1.elb.amazonaws.com A 54.174.34.153 A 52.206.77.241 NS ns-1119.awsdns-11.org NS ns-1793.awsdns-32.co.uk NS ns-235.awsdns-29.com NS ns-934.awsdns-52.net,,,,,,,,,,,,,,,,,,,
381,4.000711,192.168.1.6,54.174.34.153,TCP,66,52360  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,,,,,
382,4.030815,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
383,4.030815,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
384,4.030815,52.74.223.119,192.168.1.6,TLSv1.3,514,Application Data,,,,,,,,,,,,,,,,,,,
385,4.030988,192.168.1.6,52.74.223.119,TCP,54,52357  >  443 [ACK] Seq=2461 Ack=6925 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
386,4.136475,192.168.1.6,54.174.34.153,TCP,66,52361  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,,,,,
387,4.214543,140.82.114.25,192.168.1.6,TCP,66,"443  >  52359 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 WS=1024",,,,,,,,,,,,,,,,,,,
388,4.214818,192.168.1.6,140.82.114.25,TCP,54,52359  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
389,4.215706,192.168.1.6,140.82.114.25,TLSv1.3,571,Client Hello,,,,,,,,,,,,,,,,,,,
390,4.249693,54.174.34.153,192.168.1.6,TCP,58,"443  >  52360 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452",,,,,,,,,,,,,,,,,,,
391,4.249932,192.168.1.6,54.174.34.153,TCP,54,52360  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,,,,,
392,4.250909,192.168.1.6,54.174.34.153,TLSv1.2,571,Client Hello,,,,,,,,,,,,,,,,,,,
393,4.393405,54.174.34.153,192.168.1.6,TCP,66,"443  >  52361 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM=1 WS=256",,,,,,,,,,,,,,,,,,,
394,4.393583,192.168.1.6,54.174.34.153,TCP,54,52361  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
395,4.394257,192.168.1.6,54.174.34.153,TLSv1.2,571,Client Hello,,,,,,,,,,,,,,,,,,,
396,4.457875,54.169.195.247,192.168.1.6,TLSv1.3,1086,Application Data,,,,,,,,,,,,,,,,,,,
397,4.483086,140.82.114.25,192.168.1.6,TLSv1.3,1490,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,,,,,
398,4.483086,140.82.114.25,192.168.1.6,TCP,1490,443  >  52359 [ACK] Seq=1437 Ack=518 Win=67584 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
399,4.483086,140.82.114.25,192.168.1.6,TLSv1.3,688,"Application Data, Application Data, Application Data",,,,,,,,,,,,,,,,,,,
400,4.483261,192.168.1.6,140.82.114.25,TCP,54,52359  >  443 [ACK] Seq=518 Ack=3507 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
401,4.485153,192.168.1.6,140.82.114.25,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,,,,,
402,4.48571,192.168.1.6,140.82.114.25,TLSv1.3,939,Application Data,,,,,,,,,,,,,,,,,,,
403,4.498205,54.174.34.153,192.168.1.6,TCP,54,443  >  52360 [ACK] Seq=1 Ack=518 Win=29480 Len=0,,,,,,,,,,,,,,,,,,,
404,4.49877,192.168.1.6,54.169.195.247,TCP,54,52358  >  443 [ACK] Seq=10409 Ack=4712 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
405,4.501581,54.174.34.153,192.168.1.6,TLSv1.2,1494,Server Hello,,,,,,,,,,,,,,,,,,,
406,4.501581,54.174.34.153,192.168.1.6,TCP,1494,443  >  52360 [ACK] Seq=1441 Ack=518 Win=29480 Len=1440 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
407,4.501581,54.174.34.153,192.168.1.6,TLSv1.2,603,"Certificate, Server Key Exchange, Server Hello Done",,,,,,,,,,,,,,,,,,,
408,4.50175,192.168.1.6,54.174.34.153,TCP,54,52360  >  443 [ACK] Seq=518 Ack=3430 Win=65340 Len=0,,,,,,,,,,,,,,,,,,,
409,4.503825,192.168.1.6,54.174.34.153,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,,,,,
410,4.546231,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
411,4.546231,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
412,4.546231,52.74.223.119,192.168.1.6,TLSv1.3,470,Application Data,,,,,,,,,,,,,,,,,,,
413,4.546328,192.168.1.6,52.74.223.119,TCP,54,52353  >  443 [ACK] Seq=4541 Ack=29324 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
414,4.651626,54.174.34.153,192.168.1.6,TCP,54,443  >  52361 [ACK] Seq=1 Ack=518 Win=28160 Len=0,,,,,,,,,,,,,,,,,,,
415,4.654829,54.174.34.153,192.168.1.6,TLSv1.2,1506,Server Hello,,,,,,,,,,,,,,,,,,,
416,4.65544,54.174.34.153,192.168.1.6,TCP,1506,443  >  52361 [ACK] Seq=1453 Ack=518 Win=28160 Len=1452 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
417,4.65544,54.174.34.153,192.168.1.6,TLSv1.2,579,"Certificate, Server Key Exchange, Server Hello Done",,,,,,,,,,,,,,,,,,,
418,4.655624,192.168.1.6,54.174.34.153,TCP,54,52361  >  443 [ACK] Seq=518 Ack=3430 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
419,4.658474,192.168.1.6,54.174.34.153,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,,,,,
420,4.690272,192.168.1.6,185.199.108.154,TCP,55,52252  >  443 [ACK] Seq=1 Ack=1 Win=8383 Len=1 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
421,4.710516,185.199.108.154,192.168.1.6,TCP,66,443  >  52252 [ACK] Seq=1 Ack=2 Win=66 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,,,,,
422,4.749262,140.82.114.25,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
423,4.749262,140.82.114.25,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
424,4.749411,192.168.1.6,140.82.114.25,TCP,54,52359  >  443 [ACK] Seq=1467 Ack=3665 Win=131840 Len=0,,,,,,,,,,,,,,,,,,,
425,4.750911,54.174.34.153,192.168.1.6,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,,,,,
426,4.751638,192.168.1.6,54.174.34.153,TCP,1506,52360  >  443 [ACK] Seq=644 Ack=3481 Win=65289 Len=1452 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
427,4.751638,192.168.1.6,54.174.34.153,TLSv1.2,176,Application Data,,,,,,,,,,,,,,,,,,,
428,4.753261,140.82.114.25,192.168.1.6,TLSv1.3,590,Application Data,,,,,,,,,,,,,,,,,,,
429,4.755926,192.168.1.6,140.82.114.25,TLSv1.3,243,Application Data,,,,,,,,,,,,,,,,,,,
430,4.916118,54.174.34.153,192.168.1.6,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,,,,,
431,4.960064,192.168.1.6,54.174.34.153,TCP,54,52361  >  443 [ACK] Seq=644 Ack=3481 Win=131840 Len=0,,,,,,,,,,,,,,,,,,,
432,5.001279,54.174.34.153,192.168.1.6,TCP,56,443  >  52360 [ACK] Seq=3481 Ack=2218 Win=31944 Len=0,,,,,,,,,,,,,,,,,,,
433,5.004292,54.174.34.153,192.168.1.6,TLSv1.2,739,Application Data,,,,,,,,,,,,,,,,,,,
434,5.020594,140.82.114.25,192.168.1.6,TLSv1.3,127,Application Data,,,,,,,,,,,,,,,,,,,
435,5.0451,192.168.1.6,54.174.34.153,TCP,54,52360  >  443 [ACK] Seq=2218 Ack=4166 Win=64604 Len=0,,,,,,,,,,,,,,,,,,,
436,5.060112,192.168.1.6,140.82.114.25,TCP,54,52359  >  443 [ACK] Seq=1656 Ack=4274 Win=131328 Len=0,,,,,,,,,,,,,,,,,,,
437,5.305391,69.171.250.60,192.168.1.6,TLSv1.2,439,Application Data,,,,,,,,,,,,,,,,,,,
438,5.34628,192.168.1.6,69.171.250.60,TCP,54,51962  >  443 [ACK] Seq=1 Ack=386 Win=516 Len=0,,,,,,,,,,,,,,,,,,,
